aetPValue,custPValue,dtfPValue,fwbtPValue,lrobPValue,mtPValue,retPValue,revtPValue,runsPValue,stPValue,lable
0.085,0.15,0.363,0.671,0.871,0.182,0.021,0,0.846,0.037,1
0.216,0.32,0.146,0.326,0.799,0.417,0.165,0.394,0.825,0.069,1
0.755,0.717,0.576,0.961,0.893,0.815,0.185,0.078,0.147,0.704,1
0.987,0.619,0.64,0.849,0.518,0.5,0.173,0.286,0.771,0.962,1
0.483,0.581,0.505,0.19,0.365,0.827,0.015,0.062,0.574,0.246,1
0.99,0.588,0.273,0.713,0.802,0.913,0.06,0.109,0.564,0.99,1
0.229,0.822,0,0.818,0.175,0.492,0.126,0.102,0.649,0.078,1
0.636,0.393,0.465,0.644,0.27,0.522,0,0.261,0.544,0.379,1
0.75,0.256,0.179,0.794,0.218,0.767,0.022,0.035,0.399,0.661,1
0.04,0.039,0.299,0.412,0.834,0.03,0.346,0.128,0.224,0.041,1
0.094,0.779,0.202,0.916,0.079,0.548,0.029,0.078,0.641,0.076,1
0.859,0.364,0.529,0.154,0.261,0.685,0.239,0.097,0.574,0.633,1
0.957,0.692,0.065,0.13,0.921,0.617,0.115,0.063,0.686,0.894,1
0.226,0.91,0.167,0.963,0.804,0.645,0.121,0.049,0.096,0.152,1
0.168,0.061,0.292,0.177,0.168,0.069,0,0.053,0.753,0.103,1
0.158,0.162,0.775,0.52,0.335,0.228,0.142,0.106,0.407,0.052,1
0.559,0.432,0.096,0.672,0.637,0.634,0.042,0.17,0.264,0.568,1
0.536,0.395,0.718,0.636,0.09,0.367,0.058,0.021,0.079,0.544,1
0.992,0.688,0.897,0.572,0.394,0.628,0.552,0.651,0.963,0.937,1
0.381,0.295,0.736,0,0.123,0.785,0.109,0.251,0.791,0.091,1
0.886,0.71,0.138,0.809,0.91,0.791,0.211,0.058,0.239,0.726,1
0.086,0.684,0.115,0.795,0.738,0.8,0,0,0.397,0.034,1
0.675,0.395,0.764,0.841,0.521,0.679,0.139,0.09,0.533,0.386,1
0.898,0.839,0.643,0.648,0.429,0.615,0.149,0.042,0.388,0.646,1
0.383,0.429,0.498,0.048,0.335,0.717,0.029,0.202,0.505,0.144,1
0.653,0.07,0.486,0.287,0.715,0.089,0.105,0.061,0.609,0.659,1
0.024,0.449,0.276,0.655,0.833,0.299,0.359,0.292,0.782,0,1
0.84,0.571,0.015,0.486,0.682,0.734,0.193,0.234,0.571,0.84,1
0.917,0.337,0.565,0.717,0.933,0.495,0.317,0.128,0.352,0.85,1
0.31,0.295,0.174,0.474,0.476,0.447,0,0.034,0.933,0.311,1
0.942,0.412,0.532,0.455,0.483,0.679,0.205,0.324,0.431,0.732,1
0.357,0.47,0.96,0.218,0.509,0.59,0,0.023,0.261,0.137,1
0.693,0.815,0.722,0.433,0.109,0.676,0.116,0.072,0.279,0.45,1
0.027,0.801,0.819,0.914,0.512,0.651,0.041,0.131,0.963,0.014,1
0.333,0.26,0.903,0.535,0.212,0.391,0,0.122,0.335,0.332,1
0.875,0.772,0.123,0.325,0.722,0.693,0.168,0.329,0.432,0.581,1
0.85,0.202,0.273,0.433,0.521,0.361,0.037,0.274,0.359,0.737,1
0.344,0.374,0.174,0.984,0.159,0.256,0.066,0.163,0.508,0.272,1
0.07,0.113,0.897,0.398,0.392,0.232,0.211,0.046,0.208,0.067,1
0.159,0.119,0.244,0.39,0,0.11,0,0,0.576,0.116,1
0.627,0.216,0.132,0.573,0.367,0.535,0.305,0.12,0.614,0.25,1
