aetPValue,custPValue,dtfPValue,fwbtPValue,lrobPValue,mtPValue,retPValue,revtPValue,runsPValue,stPValue,lable
0.656,0.425,0.755,0.173,0.635,0.417,0.03,0,0.243,0.656,2
0.726,0.12,0.247,0.152,0.134,0.087,0.068,0.311,0.499,0.723,2
0.391,0.65,0.469,0.738,0.049,0.554,0.084,0.166,0.325,0.169,2
0.397,0.148,0.843,0.547,0.484,0.127,0.202,0.128,0.522,0.398,2
0.629,0.532,0.15,0.675,0.059,0.428,0.291,0.222,0.496,0.32,2
0.154,0.452,0.513,0.737,0.853,0.506,0.106,0.306,0.501,0.156,2
0.786,0.272,0.44,0.217,0.891,0.34,0,0.014,0.789,0.685,2
0.162,0.482,0.206,0.544,0.905,0.452,0.029,0,0.288,0.059,2
0.899,0.657,0.727,0.173,0.59,0.742,0.337,0.269,0.973,0.775,2
0.947,0.591,0.214,0.811,0.277,0.833,0,0,0.909,0.663,2
0.039,0.665,0.85,0.744,0.981,0.933,0,0.197,0.357,0.039,2
0.895,0.406,0.538,0.922,0.676,0.558,0.079,0.116,0.77,0.553,2
0.22,0.537,0.964,0.764,0.992,0.41,0.035,0.083,0.266,0.107,2
0.201,0.087,0.843,0.358,0.937,0.117,0.037,0.161,0.441,0.141,2
0.415,0.918,0.35,0.178,0.713,0.807,0.035,0.062,0.926,0.415,2
0.561,0.599,0.814,0.753,0.114,0.381,0,0.289,0.435,0.411,2
0.016,0.243,0.234,0.122,0.974,0.966,0.155,0.453,0.124,0.016,2
0.126,0.915,0.292,0.646,0.796,0.992,0.353,0.04,0.347,0.127,2
0.374,0.846,0.842,0.831,0.809,0.837,0.065,0.273,0.924,0.152,2
0.485,0.347,0.961,0,0.554,0.439,0.027,0.028,0.509,0.483,2
0.877,0.234,0.116,0.633,0.409,0.309,0.024,0.057,0.621,0.709,2
0.989,0.36,0.278,0.202,0.165,0.52,0.127,0.329,0.772,0.939,2
0.464,0.356,0.324,0.606,0.764,0.37,0.197,0.262,0.1,0.464,2
0.941,0.338,0.011,0.176,0.573,0.219,0,0.012,0.776,0.876,2
0.395,0.064,0.448,0.911,0.552,0.223,0.203,0.304,0.211,0.26,2
0.825,0.225,0.385,0.212,0.582,0.22,0.436,0.113,0.697,0.765,2
0.653,0.704,0.161,0.578,0.938,0.627,0.437,0.301,0.925,0.654,2
0.915,0.538,0.269,0.604,0.724,0.878,0.232,0.084,0.166,0.916,2
0.158,0.127,0.736,0.271,0.47,0.089,0.034,0.21,0.322,0.159,2
0.38,0.077,0.643,0.291,0.192,0.149,0.221,0.325,0.184,0.319,2
0.816,0.976,0.838,0.861,0.445,0.957,0.028,0.151,0.237,0.816,2
0.527,0.196,0.076,0.408,0.576,0.835,0.145,0.039,0.896,0.263,2
0.548,0.364,0.213,0.834,0.178,0.956,0.123,0.128,0.653,0.436,2
0.458,0.067,0.226,0.857,0.73,0.06,0.317,0.164,0.264,0.453,2
0.337,0.849,0.117,0.287,0.559,0.77,0.063,0.162,0.466,0.335,2
0,0.043,0.928,0.309,0.174,0.025,0.22,0.215,0.862,0,2
0.901,0.436,0.727,0.913,0.79,0.761,0.046,0,0.877,0.902,2
0.712,0.752,0.248,0.371,0.084,0.937,0.176,0.067,0.783,0.56,2
0.283,0.262,0.198,0.168,0.985,0.641,0.032,0.147,0.18,0.177,2
0.173,0.084,0.923,0.505,0.183,0.263,0.097,0.01,0.124,0.173,2
0.815,0.354,0.523,0.437,0.047,0.564,0.082,0.103,0.089,0.816,2
0.042,0.622,0.681,0,0.368,0.655,0.166,0.087,0.262,0.027,2
0.378,0.942,0.6,0.549,0.913,0.866,0.103,0.2,0.244,0.258,2
0.76,0.357,0.846,0.356,0.159,0.531,0.241,0.192,0.984,0.622,2
0.335,0.86,0.818,0.959,0.79,0.893,0.049,0.486,0.163,0.2,2
0.533,0.362,0.098,0.122,0.499,0.73,0.146,0,0.156,0.327,2
0.524,0.532,0.31,0.157,0.164,0.494,0.062,0.333,0.293,0.525,2
0.553,0.554,0.677,0.823,0.503,0.41,0.187,0.137,0.872,0.553,2
0.185,0.501,0.173,0.366,0.584,0.284,0.066,0.229,0.512,0.185,2
0.022,0.208,0.434,0.11,0.591,0.357,0.302,0.169,0.018,0.021,2
0.831,0.785,0.16,0.866,0.551,0.646,0.546,0.11,0.896,0.831,2
0.133,0.13,0.049,0.485,0.228,0.201,0.07,0.135,0.438,0.133,2
0.22,0.875,0.563,0.178,0.754,0.947,0.133,0,0.189,0.219,2
0.218,0,0.931,0.121,0.407,0,0.065,0.026,0.564,0.22,2
0.195,0.11,0.402,0.736,0.915,0.087,0,0.066,0.965,0.1,2
0.034,0,0.452,0.07,0.465,0.024,0.071,0.147,0.169,0.033,2
0.436,0.115,0.377,0.206,0.74,0.726,0.139,0.41,0.188,0.435,2
0.762,0.247,0.686,0.666,0.86,0.367,0,0.095,0.998,0.583,2
0.204,0.149,0.053,0.735,0.194,0.175,0.171,0.194,0.542,0.137,2
0.548,0.389,0.461,0.995,0.336,0.546,0.171,0.013,0.717,0.244,2
0.699,0.077,0.681,0.205,0.681,0.323,0.134,0,0.131,0.701,2
0,0.714,0.42,0.524,0.407,0.892,0,0,0,0,2
0.092,0.329,0.717,0.703,0.425,0.257,0.086,0.033,0.037,0.092,2
0.319,0.979,0.665,0.956,0.27,0.788,0,0,0.166,0.319,2
0.435,0.159,0.625,0.135,0.353,0.586,0.053,0.029,0.297,0.242,2
0.828,0.475,0.843,0.922,0.852,0.473,0.29,0.38,0.62,0.493,2
0.694,0.669,0.118,0.816,0.752,0.718,0.095,0.02,0.339,0.694,2
0.322,0.136,0.855,0.172,0.308,0.086,0.057,0.131,0.137,0.322,2
0.846,0.233,0.255,0.563,0.437,0.326,0.044,0.358,0.269,0.845,2
0.9,0.491,0.351,0.422,0.409,0.74,0,0.035,0.912,0.81,2
0.032,0.141,0.67,0.524,0.942,0.206,0.047,0.4,0,0.032,2
0.712,0.332,0.01,0.23,0.868,0.871,0.062,0.032,0.141,0.711,2
0.034,0.424,0.206,0.975,0.388,0.343,0.343,0.214,0.687,0,2
0.991,0.815,0.968,0.753,0.37,0.915,0,0.096,0.811,0.952,2
0.797,0.802,0.915,0.123,0.758,0.987,0.016,0.137,0.174,0.797,2
0.629,0.11,0.546,0.269,0.768,0.092,0.039,0.044,0.815,0.549,2
0.013,0.048,0.372,0.183,0.353,0.048,0.083,0.168,0.497,0.013,2
0.467,0.541,0.157,0.737,0.3,0.912,0.09,0.075,0.486,0.367,2
0.77,0.723,0.698,0.565,0.271,0.607,0.013,0.091,0.594,0.396,2
0.043,0.734,0.086,0.361,0.417,0.693,0.101,0.052,0.879,0.043,2
0.725,0.837,0.372,0.338,0.067,0.952,0.06,0.02,0.061,0.724,2
0.359,0.408,0.216,0.257,0.795,0.483,0.383,0,0.077,0.36,2
0.109,0.601,0.241,0.411,0.011,0.641,0.197,0.411,0.635,0.094,2
0.678,0.675,0.067,0.202,0.772,0.596,0.059,0.085,0.104,0.672,2
0.949,0.358,0.782,0.299,0.253,0.435,0.054,0,0.406,0.861,2
0.544,0.317,0.058,0.192,0.918,0.509,0,0,0.791,0.543,2
0.292,0.936,0.338,0.331,0.556,0.806,0.097,0.03,0.943,0.108,2
0.26,0.086,0.079,0.668,0.327,0.06,0.111,0.133,0.333,0.256,2
0.216,0.218,0.452,0.056,0.712,0.257,0.047,0.039,0.871,0.127,2
0.912,0.141,0.722,0.608,0.178,0.298,0.133,0.011,0.454,0.86,2
0.554,0.586,0.925,0.861,0.702,0.799,0.242,0.104,0.365,0.554,2
0.277,0.763,0.277,0.997,0.443,0.794,0,0,0.994,0.062,2
0.707,0.363,0.976,0.754,0.233,0.378,0.018,0.263,0.944,0.4,2
0.425,0.789,0.755,0.403,0.213,0.625,0.174,0.232,0.526,0.181,2
0.586,0.647,0.065,0.866,0.709,0.52,0.019,0,0.539,0.464,2
0.064,0.608,0.989,0.371,0.283,0.44,0,0,0.419,0.067,2
0.372,0,0,0.951,0.332,0,0.125,0.299,0.992,0.374,2
0.87,0.225,0.302,0.559,0.369,0.377,0,0.077,0.453,0.773,2
0.133,0.039,0.327,0.387,0.544,0.163,0.112,0.165,0.066,0.129,2
0.288,0.551,0.974,0.065,0.927,0.679,0.14,0.16,0.03,0.287,2
0.694,0.201,0.787,0.957,0.047,0.355,0.334,0.191,0.9,0.692,4
0.686,0.701,0.779,0.714,0.827,0.634,0.438,0.154,0.358,0.601,4
0.331,0.725,0.755,0.949,0.581,0.673,0.025,0.507,0.847,0.331,4
0.684,0.329,0.6,0.134,0.546,0.564,0.052,0.221,0.869,0.421,4
0.591,0.115,0.428,0.379,0.76,0.842,0.069,0,0.757,0.205,4
0.228,0.264,0.796,0.194,0.747,0.523,0.258,0.19,0.921,0.068,4
0.4,0.043,0.878,0.527,0.373,0.026,0.079,0.091,0.396,0.401,4
0.047,0.602,0.565,0.753,0.996,0.566,0.071,0.21,0.046,0.047,4
0.593,0.681,0.689,0.396,0.825,0.989,0.107,0.472,0.996,0.219,4
0.325,0.178,0.903,0.7,0.382,0.148,0.46,0.172,0.234,0.251,4
0.727,0.544,0.031,0.685,0.395,0.598,0.091,0.07,0.691,0.325,4
0.193,0.26,0.673,0.152,0.552,0.284,0.112,0.268,0.443,0.056,4
0.042,0,0.414,0.229,0.672,0.028,0.177,0.348,0.154,0.042,4
0.64,0.462,0.709,0.044,0.741,0.594,0.043,0.412,0.442,0.458,4
0.891,0.636,0.275,0.779,0.117,0.708,0.016,0.126,0.946,0.891,4
0.242,0.471,0.513,0.858,0.109,0.453,0.08,0.115,0.071,0.239,4
0.369,0.684,0.654,0.489,0.627,0.6,0.142,0.338,0.585,0.371,4
0.149,0.278,0.836,0.099,0.373,0.407,0,0.09,0.167,0.144,4
0.588,0.465,0.411,0.214,0.402,0.53,0.125,0.172,0.789,0.281,4
0.415,0.641,0.709,0.828,0.345,0.914,0.201,0.068,0.529,0.416,4
0.536,0.602,0.797,0.833,0.604,0.604,0.108,0.17,0.095,0.538,4
0.57,0.418,0.935,0,0.787,0.787,0.314,0.259,0.417,0.386,4
0.492,0.682,0.86,0.999,0.462,0.902,0,0.29,0.714,0.172,4
0.832,0.423,0.89,0.53,0.744,0.505,0.062,0.021,0.963,0.69,4
0.996,0.341,0.796,0.807,0.276,0.838,0.145,0.108,0.916,0.986,4
0.286,0.647,0.574,0.377,0.637,0.819,0.332,0.278,0.451,0.061,4
0.033,0.324,0.444,0.21,0.214,0.179,0.028,0.171,0.906,0,4
0.558,0.158,0.112,0.215,0.433,0.246,0.107,0.051,0.999,0.416,4
0.781,0.523,0.956,0.882,0.761,0.987,0.248,0.262,0.096,0.78,4
0.634,0.179,0.235,0.357,0.641,0.41,0.381,0.043,0.219,0.634,4
0.964,0.464,0.689,0.916,0.612,0.625,0.093,0.012,0.987,0.769,4
0.262,0.415,0.504,0.864,0.309,0.332,0.401,0.035,0.731,0.262,4
0.671,0.52,0.636,0.514,0.317,0.661,0.117,0.143,0.671,0.278,4
0.014,0.491,0.101,0.417,0.472,0.699,0.205,0.337,0.406,0,4
0.255,0.136,0.083,0.486,0.293,0.155,0.02,0.021,0.499,0.122,4
0.71,0.239,0.369,0.261,0.537,0.203,0.022,0.28,0.203,0.71,4
0.562,0.162,0.082,0.396,0.509,0.129,0,0.439,0.867,0.559,4
0.241,0.161,0.546,0.588,0.271,0.195,0.104,0.105,0.143,0.24,4
0.95,0.779,0.433,0.724,0.861,0.758,0.049,0.117,0.31,0.839,4
0.273,0.576,0.505,0.355,0.767,0.879,0.262,0.112,0.873,0.274,4
0.363,0.25,0.125,0.355,0.774,0.201,0.039,0.058,0.928,0.221,4
0,0,0.623,0.073,0.603,0,0.066,0,0.099,0,4
0.686,0.349,0.736,0.184,0.456,0.542,0,0.353,0.243,0.567,4
0.578,0.215,0.775,0.654,0.391,0.149,0.044,0.05,0.98,0.405,4
0.152,0.017,0.081,0.018,0.7,0,0.07,0.522,0.542,0.152,4
0.061,0.147,0.672,0.654,0.134,0.084,0.012,0.03,0,0.061,4
0.237,0.058,0.855,0.27,0.96,0.081,0.319,0,0.632,0.226,4
0.755,0.116,0.134,0.161,0.693,0.211,0.071,0.321,0.412,0.756,4
0.891,0.758,0.611,0.41,0.298,0.972,0.345,0.205,0.306,0.89,4
0.043,0.026,0.54,0.147,0.094,0.017,0.161,0.263,0.29,0.043,4
0.981,0.527,0.226,0.721,0.2,0.701,0.072,0.112,0.362,0.981,4
0.964,0.455,0.268,0.48,0.609,0.659,0.028,0.151,0.892,0.75,4
0.748,0.587,0.821,0.872,0.185,0.764,0.205,0.121,0.779,0.397,4
0.757,0.107,0.918,0.498,0.797,0.178,0.064,0.139,0.276,0.757,4
0.509,0.825,0.938,0.743,0.15,0.95,0.041,0.379,0.192,0.243,4
0.056,0.9,0.824,0.134,0.877,0.787,0.579,0.162,0.782,0.032,4
0.573,0.582,0.428,0.476,0.724,0.443,0.183,0.059,0.342,0.279,4
0.879,0.89,0.521,0.92,0.616,0.901,0.018,0.218,0.679,0.526,4
0.788,0.252,0.305,0.171,0.035,0.297,0.082,0.174,0.963,0.558,4
0.645,0.587,0.6,0.638,0.265,0.932,0.383,0.257,0.334,0.645,4
0.687,0.949,0.465,0.784,0.08,0.989,0.022,0.183,0.86,0.687,4
0.257,0.742,0.845,0.926,0.339,0.713,0.01,0.015,0.588,0.059,4
0.558,0.519,0.878,0.849,0,0.55,0.177,0.423,0.196,0.374,4
0.738,0.052,0.418,0.827,0.367,0.07,0.04,0.1,0.956,0.737,4
0.018,0.392,0.996,0.121,0.559,0.627,0.083,0.256,0,0.018,4
0.75,0.41,0.106,0.03,0.57,0.598,0.122,0.271,0.821,0.677,4
0.692,0.404,0.14,0.959,0.664,0.474,0.12,0.081,0.943,0.585,4
0.18,0.205,0.101,0.429,0.756,0.349,0.046,0.091,0.232,0.179,4
0.835,0.727,0.377,0.909,0.27,0.458,0.172,0.022,0.975,0.835,4
0.029,0.482,0.698,0.566,0.932,0.677,0.333,0.03,0.571,0.029,4
0.048,0.014,0.691,0.048,0.14,0.042,0.166,0.36,0.285,0.047,4
0.949,0.562,0.054,0.207,0.386,0.899,0.328,0.512,0.78,0.79,4
0.81,0.4,0.123,0.203,0.403,0.584,0.326,0.157,0.334,0.55,4
0.159,0.397,0.047,0.778,0.322,0.359,0.07,0.27,0.758,0.045,4
0.453,0.445,0.234,0.227,0.267,0.508,0.044,0.19,0.379,0.298,4
0.535,0.825,0.19,0.648,0.295,0.722,0.418,0.034,0.103,0.457,4
0.524,0.422,0.272,0.458,0.164,0.369,0.181,0.09,0.264,0.424,4
0.865,0.601,0.996,0.164,0.179,0.945,0.067,0.016,0.871,0.755,4
0.08,0.111,0.497,0.693,0.211,0.197,0.131,0.07,0.604,0.081,4
0.765,0.091,0.414,0.126,0.583,0.093,0.234,0.299,0.852,0.765,4
0.939,0.294,0.807,0.34,0.383,0.615,0.083,0.407,0.352,0.783,4
0.118,0.086,0.945,0.861,0.799,0.072,0,0,0.683,0.094,4
0.881,0.201,0.02,0.388,0.693,0.558,0.014,0,0.414,0.878,4
0.218,0.846,0.931,0.988,0.017,0.8,0.183,0.47,0.427,0.189,4
0.958,0.924,0.956,0.61,0.801,0.976,0.011,0.019,0.449,0.86,4
0.929,0.621,0.437,0.555,0.085,0.927,0,0,0.862,0.929,4
0.887,0.887,0.205,0.783,0.82,0.684,0,0.124,0.801,0.531,4
0.803,0.163,0.21,0.355,0.823,0.232,0.44,0.219,0.981,0.697,4
0.411,0.993,0.013,0.706,0.989,0.919,0.101,0.063,0.86,0.217,4
0.062,0.035,0.083,0.023,0.373,0.053,0.097,0,0.664,0.063,4
0.302,0.155,0.156,0.958,0.558,0.15,0.287,0.211,0.434,0.301,4
0.964,0.695,0.437,0.24,0.267,0.594,0.164,0,0.825,0.766,4
0.122,0.058,0.065,0.373,0.515,0.101,0.031,0,0.963,0.122,4
0.175,0.462,0.875,0.86,0.339,0.785,0,0.403,0.042,0.176,4
0.714,0.78,0.905,0.98,0.383,0.661,0.176,0.055,0.497,0.716,4
0.157,0.02,0.041,0.795,0.105,0.022,0,0.21,0.225,0.158,4
0.526,0.176,0.144,0.213,0.756,0.178,0.056,0,0.963,0.298,4
0.338,0.318,0.242,0.659,0.521,0.377,0.187,0.106,0.813,0.247,4
0.322,0.226,0.684,0.678,0.242,0.321,0.075,0.133,0.191,0.202,4
0.493,0.249,0.731,0.304,0.254,0.748,0.267,0.193,0.959,0.123,4
