aetPValue,custPValue,dtfPValue,fwbtPValue,lrobPValue,mtPValue,retPValue,revtPValue,runsPValue,stPValue,lable
0.734,0.669,0.986,0.198,0.865,0.734,0.039,0.013,0.627,0.734,1
0.483,0.735,0.308,0.405,0.842,0.468,0.089,0.084,0.148,0.483,1
0.308,0.272,0.538,0.998,0.087,0.468,0.028,0.28,0.539,0.249,1
0.564,0.609,0.332,0.73,0.078,0.814,0.047,0.038,0.711,0.321,1
0.818,0.225,0.531,0.133,0.073,0.372,0.119,0.107,0.259,0.762,1
0.35,0.306,0.684,0.584,0.503,0.688,0.285,0.102,0.333,0.35,1
0.317,0.467,0.698,0.228,0.919,0.389,0.52,0.486,0.149,0.296,1
0.019,0.3,0.437,0.682,0.512,0.393,0.182,0.061,0,0.019,1
0.268,0.182,0.665,0.785,0.427,0.189,0.036,0.145,0.042,0.266,1
0.231,0.995,0.324,0.993,0.547,0.999,0.454,0.104,0.447,0.144,1
0.975,0.154,0.019,0.411,0.413,0.338,0.249,0.219,0.582,0.925,1
0.548,0.383,0.606,0.292,0.691,0.279,0.051,0.056,0.754,0.236,1
0.933,0.42,0.986,0.347,0.417,0.284,0.016,0.141,0.698,0.838,1
0.193,0.408,0.643,0.385,0.877,0.6,0.132,0,0.487,0.08,1
0.365,0.546,0.023,0.221,0.402,0.502,0.052,0.047,0.455,0.195,1
0.213,0.2,0.21,0.529,0.103,0.237,0.015,0.213,0.301,0.21,1
0.63,0.066,0.165,0.356,0.342,0.077,0.093,0.156,0.475,0.63,1
0.41,0.289,0.906,0.324,0.274,0.227,0.203,0.193,0.911,0.411,1
0.048,0.043,0.893,0.233,0.595,0.083,0.147,0.347,0.109,0.049,1
0.281,0.287,0.246,0.712,0.806,0.381,0.204,0.281,0.868,0.281,1
0.1,0.022,0.945,0.827,0.127,0.034,0.326,0.324,0.098,0.097,1
0.098,0.012,0.402,0.124,0.505,0.017,0.211,0.426,0.725,0.096,1
0.673,0.293,0.499,0.853,0.752,0.256,0.214,0.233,0.498,0.647,1
0.297,0.381,0.885,0.843,0.907,0.724,0.363,0.052,0.596,0.231,1
0.703,0.415,0.39,0.942,0.435,0.276,0.048,0.306,0.689,0.62,1
0.397,0.18,0.465,0.086,0.549,0.351,0.133,0.468,0.452,0.395,1
0.49,0.337,0.263,0.078,0.968,0.374,0.036,0.177,0.859,0.254,1
0,0.226,0.041,0.7,0.472,0.306,0.044,0.122,0.234,0,1
0.745,0.437,0.691,0.275,0.075,0.449,0.206,0.06,0.667,0.707,1
0.476,0.687,0.986,0.943,0.454,0.851,0.101,0.099,0.486,0.424,1
0.544,0.325,0.465,0.132,0.768,0.199,0,0.085,0.726,0.54,1
0.611,0.603,0.28,0.166,0.665,0.92,0.209,0.143,0.3,0.413,1
0.847,0.552,0.905,0.242,0.862,0.683,0.326,0.309,0.239,0.828,1
0.359,0.265,0.043,0.226,0.349,0.2,0.151,0.153,0.888,0.349,1
0.507,0.412,0.544,0.98,0.527,0.281,0.019,0.065,0.511,0.243,1
0.191,0.25,0.536,0.972,0.374,0.559,0.102,0.121,0.684,0.038,1
0.604,0.769,0.777,0.335,0.787,0.679,0.094,0.368,0.573,0.443,1
0.051,0.225,0.435,0.285,0.232,0.166,0.12,0.367,0.742,0.048,1
0.212,0.238,0.757,0.688,0.96,0.279,0.128,0.094,0.718,0.123,1
0.862,0.363,0.724,0.71,0.742,0.955,0.02,0.013,0.986,0.455,1
0.719,0.315,0.495,0.141,0.111,0.343,0,0.124,0.84,0.423,1
0.454,0.837,0.14,0.384,0.768,0.715,0,0.117,0.783,0.445,1
0,0.097,0.207,0.046,0.67,0.234,0.067,0.224,0.192,0,1
0.261,0.056,0.587,0.641,0.859,0.067,0.145,0.343,0.749,0.261,1
0.473,0.084,0.825,0.374,0.281,0.134,0.017,0.013,0.953,0.333,1
0.589,0.322,0.567,0.484,0.524,0.206,0.351,0.287,0.53,0.547,1
0.724,0.285,0.591,0.268,0.367,0.609,0.011,0.299,0.282,0.725,1
0.326,0.354,0.58,0.954,0.946,0.219,0.053,0.062,0.865,0.145,1
0.818,0.408,0.408,0.773,0.989,0.615,0.13,0.027,0.431,0.69,1
0.42,0.084,0.738,0.027,0.624,0.066,0.193,0.213,0.136,0.424,1
0.082,0.559,0.069,0.538,0.808,0.853,0.121,0.024,0.667,0.082,1
0.814,0.402,0.025,0.167,0.124,0.808,0.051,0.099,0.22,0.78,1
0.478,0.261,0.983,0.374,0.299,0.734,0.141,0.146,0.949,0.127,1
