aetPValue,custPValue,dtfPValue,fwbtPValue,lrobPValue,mtPValue,retPValue,revtPValue,runsPValue,stPValue,lable
0.734,0.669,0.986,0.198,0.865,0.734,0.039,0.013,0.627,0.734,0
0.483,0.735,0.308,0.405,0.842,0.468,0.089,0.084,0.148,0.483,0
0.308,0.272,0.538,0.998,0.087,0.468,0.028,0.28,0.539,0.249,0
0.564,0.609,0.332,0.73,0.078,0.814,0.047,0.038,0.711,0.321,0
0.818,0.225,0.531,0.133,0.073,0.372,0.119,0.107,0.259,0.762,0
0.35,0.306,0.684,0.584,0.503,0.688,0.285,0.102,0.333,0.35,0
0.317,0.467,0.698,0.228,0.919,0.389,0.52,0.486,0.149,0.296,0
0.019,0.3,0.437,0.682,0.512,0.393,0.182,0.061,0,0.019,0
0.268,0.182,0.665,0.785,0.427,0.189,0.036,0.145,0.042,0.266,0
0.231,0.995,0.324,0.993,0.547,0.999,0.454,0.104,0.447,0.144,0
0.975,0.154,0.019,0.411,0.413,0.338,0.249,0.219,0.582,0.925,0
0.548,0.383,0.606,0.292,0.691,0.279,0.051,0.056,0.754,0.236,0
0.933,0.42,0.986,0.347,0.417,0.284,0.016,0.141,0.698,0.838,0
0.193,0.408,0.643,0.385,0.877,0.6,0.132,0,0.487,0.08,0
0.365,0.546,0.023,0.221,0.402,0.502,0.052,0.047,0.455,0.195,0
0.213,0.2,0.21,0.529,0.103,0.237,0.015,0.213,0.301,0.21,0
0.63,0.066,0.165,0.356,0.342,0.077,0.093,0.156,0.475,0.63,0
0.41,0.289,0.906,0.324,0.274,0.227,0.203,0.193,0.911,0.411,0
0.048,0.043,0.893,0.233,0.595,0.083,0.147,0.347,0.109,0.049,0
0.281,0.287,0.246,0.712,0.806,0.381,0.204,0.281,0.868,0.281,0
0.1,0.022,0.945,0.827,0.127,0.034,0.326,0.324,0.098,0.097,0
0.098,0.012,0.402,0.124,0.505,0.017,0.211,0.426,0.725,0.096,0
0.673,0.293,0.499,0.853,0.752,0.256,0.214,0.233,0.498,0.647,0
0.297,0.381,0.885,0.843,0.907,0.724,0.363,0.052,0.596,0.231,0
0.703,0.415,0.39,0.942,0.435,0.276,0.048,0.306,0.689,0.62,0
0.397,0.18,0.465,0.086,0.549,0.351,0.133,0.468,0.452,0.395,0
0.49,0.337,0.263,0.078,0.968,0.374,0.036,0.177,0.859,0.254,0
0,0.226,0.041,0.7,0.472,0.306,0.044,0.122,0.234,0,0
0.745,0.437,0.691,0.275,0.075,0.449,0.206,0.06,0.667,0.707,0
0.476,0.687,0.986,0.943,0.454,0.851,0.101,0.099,0.486,0.424,0
0.544,0.325,0.465,0.132,0.768,0.199,0,0.085,0.726,0.54,0
0.611,0.603,0.28,0.166,0.665,0.92,0.209,0.143,0.3,0.413,0
0.847,0.552,0.905,0.242,0.862,0.683,0.326,0.309,0.239,0.828,0
0.359,0.265,0.043,0.226,0.349,0.2,0.151,0.153,0.888,0.349,0
0.507,0.412,0.544,0.98,0.527,0.281,0.019,0.065,0.511,0.243,0
0.191,0.25,0.536,0.972,0.374,0.559,0.102,0.121,0.684,0.038,0
0.604,0.769,0.777,0.335,0.787,0.679,0.094,0.368,0.573,0.443,0
0.051,0.225,0.435,0.285,0.232,0.166,0.12,0.367,0.742,0.048,0
0.212,0.238,0.757,0.688,0.96,0.279,0.128,0.094,0.718,0.123,0
0.862,0.363,0.724,0.71,0.742,0.955,0.02,0.013,0.986,0.455,0
0.719,0.315,0.495,0.141,0.111,0.343,0,0.124,0.84,0.423,0
0.454,0.837,0.14,0.384,0.768,0.715,0,0.117,0.783,0.445,0
0,0.097,0.207,0.046,0.67,0.234,0.067,0.224,0.192,0,0
0.261,0.056,0.587,0.641,0.859,0.067,0.145,0.343,0.749,0.261,0
0.473,0.084,0.825,0.374,0.281,0.134,0.017,0.013,0.953,0.333,0
0.589,0.322,0.567,0.484,0.524,0.206,0.351,0.287,0.53,0.547,0
0.724,0.285,0.591,0.268,0.367,0.609,0.011,0.299,0.282,0.725,0
0.326,0.354,0.58,0.954,0.946,0.219,0.053,0.062,0.865,0.145,0
0.818,0.408,0.408,0.773,0.989,0.615,0.13,0.027,0.431,0.69,0
0.42,0.084,0.738,0.027,0.624,0.066,0.193,0.213,0.136,0.424,0
0.082,0.559,0.069,0.538,0.808,0.853,0.121,0.024,0.667,0.082,0
0.814,0.402,0.025,0.167,0.124,0.808,0.051,0.099,0.22,0.78,0
0.478,0.261,0.983,0.374,0.299,0.734,0.141,0.146,0.949,0.127,0
0.241,0.258,0.237,0.451,0.524,0.221,0.156,0.069,0.918,0.242,0
0.23,0,0.697,0.273,0.139,0.038,0.012,0.05,0.142,0.231,0
0.105,0.038,0.895,0.284,0.776,0.052,0.153,0.178,0.522,0.106,0
0.672,0.132,0.399,0.729,0.508,0.365,0.272,0.101,0.169,0.557,0
0.199,0.369,0.262,0.411,0.284,0.441,0.085,0,0.297,0.199,0
0.75,0.303,0.083,0.782,0.958,0.842,0.016,0.018,0.879,0.456,0
0.652,0.319,0.68,0.971,0.673,0.263,0.434,0.073,0.411,0.654,0
0.956,0.371,0.422,0.421,0.783,0.387,0.312,0.204,0.885,0.78,0
0.861,0.836,0.449,0.839,0.015,0.695,0.038,0.017,0.631,0.698,0
0.483,0.568,0.525,0.479,0.439,0.953,0.012,0.363,0.434,0.358,0
0.377,0.547,0.251,0.197,0.269,0.606,0.06,0.035,0.842,0.244,0
0.175,0.83,0.954,0.979,0.995,0.888,0.198,0.347,0.547,0.099,0
0.488,0.337,0.395,0.326,0.808,0.532,0,0.244,0.587,0.212,0
0.225,0.221,0.069,0.067,0.355,0.358,0.208,0.223,0.07,0.201,0
0.898,0.395,0.991,0.799,0.237,0.413,0.054,0.161,0.845,0.898,0
0.434,0.494,0.212,0.346,0.727,0.836,0.212,0.09,0.443,0.211,0
0.692,0.275,0.045,0.165,0.845,0.198,0.049,0.212,0.714,0.488,0
0.413,0.179,0.444,0.803,0.158,0.495,0.215,0.111,0.048,0.414,0
0.207,0.613,0.796,0.265,0.69,0.747,0.097,0.187,0.917,0.061,0
0.342,0.619,0.867,0.746,0.551,0.869,0.163,0,0.339,0.341,0
0.788,0.59,0.381,0.705,0.337,0.7,0.071,0.012,0.288,0.789,0
0.578,0.548,0.307,0.837,0.745,0.368,0.255,0.152,0.72,0.561,0
0.181,0.931,0.039,0.711,0.399,0.925,0.03,0.041,0.284,0.037,0
0.57,0.319,0.42,0.913,0.343,0.459,0.09,0.274,0.626,0.256,0
0.333,0.421,0.232,0.545,0.178,0.507,0.128,0.09,0.066,0.334,0
0.199,0.369,0.04,0.255,0.176,0.52,0.294,0.256,0.961,0.137,0
0.475,0.816,0.645,0.934,0.852,0.862,0.168,0.1,0.795,0.147,0
0.033,0.265,0.677,0.39,0.858,0.229,0.138,0.235,0.091,0.033,0
0.51,0.239,0.473,0.444,0.842,0.669,0.018,0.092,0.642,0.509,0
0.799,0.287,0.598,0.67,0.053,0.208,0,0.098,0.972,0.58,0
0.126,0.26,0.178,0.793,0.546,0.488,0.226,0.328,0.187,0.128,0
0.782,0.236,0.039,0.334,0.967,0.399,0.288,0.111,0.763,0.553,0
0.361,0.22,0.915,0.419,0.914,0.763,0.115,0.412,0.179,0.252,0
0.861,0.311,0.278,0.175,0.834,0.989,0.013,0,0.569,0.463,0
0.997,0.394,0.214,0.602,0.842,0.601,0,0.045,0.602,0.99,0
0.551,0.668,0.247,0.376,0.705,0.903,0.14,0.101,0.389,0.355,0
0.37,0.465,0.098,0.715,0.767,0.431,0.026,0.076,0.93,0.255,0
0.77,0.383,0.907,0.331,0.822,0.45,0.11,0.011,0.655,0.495,0
0.102,0.602,0.464,0.604,0.051,0.689,0.072,0.25,0.072,0.055,0
0.487,0.084,0.487,0.591,0.111,0.066,0,0.157,0.894,0.489,0
0.433,0.217,0,0.733,0.34,0.265,0.013,0,0.388,0.327,0
0.376,0.194,0.775,0.302,0.853,0.346,0.027,0.246,0.869,0.143,0
0.384,0.436,0.038,0.903,0.704,0.797,0.139,0.318,0.707,0.383,0
0.78,0.415,0.593,0.842,0.756,0.608,0.105,0.184,0.238,0.56,0
0.261,0.996,0.088,0.702,0.138,0.956,0.02,0,0.209,0.198,0
0.386,0.524,0.106,0.437,0.711,0.366,0.251,0.112,0.033,0.384,0
0.22,0,0.19,0.131,0.273,0.068,0.116,0.055,0.325,0.219,0
0.656,0.425,0.755,0.173,0.635,0.417,0.03,0,0.243,0.656,2
0.726,0.12,0.247,0.152,0.134,0.087,0.068,0.311,0.499,0.723,2
0.391,0.65,0.469,0.738,0.049,0.554,0.084,0.166,0.325,0.169,2
0.397,0.148,0.843,0.547,0.484,0.127,0.202,0.128,0.522,0.398,2
