aetPValue,custPValue,dtfPValue,fwbtPValue,lrobPValue,mtPValue,retPValue,revtPValue,runsPValue,stPValue,lable
0.072,0.043,0.792,0.181,0.741,0.065,0.021,0.026,0,0.072,1
0.98,0.243,0,0.09,0.963,0.463,0.056,0.079,0.866,0.969,1
0.325,0.514,0.494,0.209,0.639,0.566,0.105,0.165,0.542,0.324,1
0.778,0.577,0.592,0.906,0.688,0.969,0.318,0.431,0.556,0.484,1
0.934,0.819,0.839,0.147,0.124,0.683,0.055,0.252,0.434,0.798,1
0.996,0.571,0.98,0.214,0.844,0.613,0.084,0.047,0.912,0.907,1
0.801,0.75,0.795,0.701,0.312,0.602,0.116,0.248,0.969,0.688,1
0.349,0.289,0.522,0.042,0.358,0.312,0,0,0.017,0.349,1
0.619,0.85,0,0.62,0.129,0.933,0.025,0.428,0.153,0.483,1
0.361,0.432,0.443,0.98,0.247,0.284,0.011,0.118,0.767,0.133,1
0.406,0.531,0.889,0.593,0.013,0.664,0,0.146,0.211,0.177,1
0.255,0.173,0.623,0.254,0.15,0.23,0.267,0.271,0.207,0.254,1
0.167,0.142,0.897,0.118,0.867,0.17,0.038,0.043,0.048,0.167,1
0.049,0.192,0.406,0.039,0.304,0.742,0.024,0.101,0.655,0.049,1
0.569,0.854,0.25,0.833,0.195,0.85,0.105,0.084,0.874,0.33,1
0.81,0.444,0.852,0.806,0.05,0.434,0.18,0.241,0.271,0.666,1
0.054,0.231,0.423,0.434,0.39,0.297,0.048,0.53,0.727,0,1
0.941,0.189,0.408,0.597,0.376,0.274,0.036,0.022,0.988,0.811,1
0.916,0.194,0.245,0.505,0.659,0.605,0.305,0.408,0.33,0.862,1
0.843,0.501,0.781,0.452,0.128,0.452,0.079,0.479,0.885,0.483,1
0.822,0.349,0.929,0.973,0.789,0.6,0.218,0.333,0.312,0.583,1
0.213,0.162,0.085,0.88,0.247,0.12,0.023,0.055,0.444,0.212,1
0.754,0.424,0.844,0.698,0.43,0.382,0.171,0.095,0.615,0.465,1
0.416,0.737,0.125,0.591,0.699,0.676,0.027,0,0.926,0.417,1
0.616,0.778,0.175,0.09,0.12,0.727,0.017,0.27,0.632,0.436,1
0.014,0.366,0.135,0.285,0.629,0.901,0.079,0.139,0.514,0.013,1
0.356,0.094,0.676,0.503,0.033,0.093,0.389,0.161,0.785,0.313,1
0.086,0.383,0.547,0.481,0.662,0.239,0.47,0.132,0.835,0.086,1
0.072,0.508,0.805,0.999,0.274,0.321,0.293,0.131,0.693,0.013,1
0.02,0.172,0.662,0.351,0.694,0.114,0.093,0.017,0.083,0.02,1
0.93,0.919,0.727,0.645,0.671,0.836,0.16,0.096,0.875,0.929,1
0.429,0.291,0.706,0.18,0.841,0.462,0.112,0.122,0.416,0.359,1
0.888,0.343,0.713,0.695,0.188,0.328,0.218,0.1,0.238,0.888,1
0.137,0.131,0.749,0.472,0.182,0.132,0,0,0.154,0.123,1
0.512,0.152,0.43,0.788,0.201,0.266,0.023,0.065,0.931,0.336,1
0.616,0.748,0.742,0.6,0.832,0.675,0.192,0.089,0.637,0.616,1
0.571,0.345,0,0.943,0.415,0.549,0.064,0.092,0.257,0.572,1
0.774,0.449,0.163,0.602,0.909,0.584,0.12,0.136,0.409,0.582,1
0.849,0.142,0.394,0.013,0.72,0.549,0.058,0.161,0.148,0.85,1
0.544,0.245,0.339,0.013,0.05,0.24,0.47,0.134,0.799,0.544,1
0.473,0.824,0.48,0.126,0.218,0.903,0.183,0.214,0.102,0.473,1
0.836,0.249,0.462,0.391,0.505,0.335,0.366,0.138,0.362,0.703,1
0.027,0.714,0.771,0.232,0.054,0.52,0.07,0.16,0,0.028,1
0.078,0.058,0.244,0.748,0,0.065,0,0.134,0.017,0.079,1
0.244,0.319,0.749,0.689,0.127,0.431,0.119,0.047,0.57,0.086,1
0.106,0.126,0.862,0.506,0.428,0.091,0.122,0.079,0.481,0.106,1
0.111,0.205,0.126,0.076,0.701,0.914,0.183,0.222,0.174,0.111,1
0.315,0.797,0.06,0.955,0.266,0.842,0.154,0.023,0.23,0.316,1
0.536,0.058,0.391,0,0.347,0.051,0.224,0.37,0.962,0.536,1
0.087,0.033,0.947,0.506,0.607,0.038,0.027,0.038,0.087,0.086,1
0.335,0.262,0.982,0.014,0.433,0.713,0.213,0.169,0.161,0.335,1
0.548,0.527,0.385,0.896,0.323,0.627,0.232,0.063,0.053,0.547,1
0.678,0.652,0.425,0.25,0.787,0.441,0.108,0.027,0.912,0.678,1
0.246,0.242,0.291,0.189,0.463,0.315,0.162,0.072,0.885,0.169,1
0.428,0.342,0.723,0.346,0.408,0.876,0.505,0.106,0.647,0.15,1
0.659,0.635,0.127,0.04,0.713,0.913,0.077,0.105,0.779,0.334,1
0.202,0.102,0.272,0.266,0.019,0.079,0.106,0.256,0.866,0.202,1
0.089,0.571,0.094,0.874,0.409,0.508,0.049,0,0.74,0.053,1
0.877,0.614,0.025,0.291,0.107,0.866,0.15,0.387,0.611,0.877,1
0.803,0.482,0.815,0.37,0.245,0.606,0.288,0.109,0.703,0.803,1
0.154,0.584,0.478,0.403,0.975,0.653,0.141,0.278,0.761,0.035,1
0.563,0.079,0.015,0.674,0.323,0.131,0.29,0.194,0.216,0.563,1
0.961,0.756,0.163,0.893,0.416,0.996,0.353,0.169,0.93,0.913,1
0.824,0.462,0.518,0.386,0.733,0.815,0.109,0.149,0.44,0.759,1
0.957,0.116,0.655,0.962,0.606,0.803,0.068,0.532,0.381,0.882,1
0.336,0.545,0.678,0.532,0.1,0.686,0,0.099,0.381,0.336,1
0.65,0.443,0.206,0.751,0.153,0.28,0.086,0.195,0.328,0.648,1
0.67,0.099,0.138,0.829,0.015,0.118,0.022,0.293,0.555,0.646,1
0.842,0.393,0.419,0.233,0.908,0.424,0.394,0.25,0.747,0.842,1
0.49,0.323,0.205,0.635,0.774,0.974,0.029,0,0.872,0.127,1
0.252,0.439,0.173,0.747,0.759,0.413,0.054,0.142,0.923,0.252,1
0.239,0.41,0.932,0.945,0.959,0.261,0.262,0.01,0.109,0.198,1
0.663,0.498,0.266,0.708,0.02,0.43,0.138,0.088,0.744,0.662,1
0.062,0.129,0.602,0.983,0.022,0.163,0.02,0,0.921,0.063,1
0.261,0.085,0.534,0.514,0.807,0.422,0.067,0.03,0.357,0.219,1
0.029,0.348,0.662,0.165,0.635,0.256,0.096,0.075,0.848,0,1
0.646,0.195,0.37,0.312,0.975,0.54,0.064,0.374,0.652,0.48,1
0.846,0.887,0.288,0.766,0.285,0.804,0,0.059,0.848,0.543,1
0.335,0.309,0.676,0.938,0.404,0.333,0.105,0.107,0.904,0.337,1
0.998,0.589,0.635,0.554,0.13,0.771,0.099,0.117,0.598,0.978,1
0.906,0.681,0.281,0.56,0.155,0.685,0.126,0.097,0.558,0.721,1
0.241,0.034,0.253,0.677,0.689,0.021,0.11,0.031,0.813,0.241,1
0.823,0.162,0.788,0.037,0.963,0.336,0.035,0.026,0.51,0.822,1
0.268,0.634,0.147,0.867,0.237,0.785,0.299,0.25,0.584,0.129,1
